CUADRANTE_ID,FECHA,ROBOS_TOTAL,AÑO,MES
2,2018-09-01,0,2018,9
2,2018-10-01,0,2018,10
2,2018-11-01,0,2018,11
2,2018-12-01,0,2018,12
2,2019-01-01,0,2019,1
2,2019-02-01,0,2019,2
2,2019-03-01,0,2019,3
2,2019-04-01,0,2019,4
2,2019-05-01,0,2019,5
2,2019-06-01,0,2019,6
2,2019-07-01,0,2019,7
2,2019-08-01,0,2019,8
2,2019-09-01,0,2019,9
2,2019-10-01,0,2019,10
2,2019-11-01,0,2019,11
2,2019-12-01,0,2019,12
2,2020-01-01,0,2020,1
2,2020-02-01,0,2020,2
2,2020-03-01,0,2020,3
2,2020-04-01,0,2020,4
2,2020-05-01,0,2020,5
2,2020-06-01,0,2020,6
2,2020-07-01,0,2020,7
2,2020-08-01,0,2020,8
2,2020-09-01,0,2020,9
2,2020-10-01,0,2020,10
2,2020-11-01,0,2020,11
2,2020-12-01,0,2020,12
2,2021-01-01,0,2021,1
2,2021-02-01,0,2021,2
2,2021-03-01,0,2021,3
2,2021-04-01,0,2021,4
2,2021-05-01,0,2021,5
2,2021-06-01,0,2021,6
2,2021-07-01,0,2021,7
2,2021-08-01,0,2021,8
2,2021-09-01,0,2021,9
2,2021-10-01,0,2021,10
2,2021-11-01,0,2021,11
2,2021-12-01,0,2021,12
2,2022-01-01,0,2022,1
2,2022-02-01,0,2022,2
2,2022-03-01,0,2022,3
2,2022-04-01,0,2022,4
2,2022-05-01,0,2022,5
2,2022-06-01,0,2022,6
2,2022-07-01,0,2022,7
2,2022-08-01,0,2022,8
2,2022-09-01,0,2022,9
2,2022-10-01,0,2022,10
2,2022-11-01,0,2022,11
2,2022-12-01,0,2022,12
2,2023-01-01,0,2023,1
2,2023-02-01,0,2023,2
2,2023-03-01,0,2023,3
2,2023-04-01,0,2023,4
2,2023-05-01,0,2023,5
2,2023-06-01,0,2023,6
2,2023-07-01,0,2023,7
2,2023-08-01,0,2023,8
2,2023-09-01,0,2023,9
2,2023-10-01,0,2023,10
2,2023-11-01,0,2023,11
2,2023-12-01,0,2023,12
2,2024-01-01,0,2024,1
2,2024-02-01,0,2024,2
2,2024-03-01,0,2024,3
2,2024-04-01,0,2024,4
2,2024-05-01,0,2024,5
2,2024-06-01,0,2024,6
2,2024-07-01,0,2024,7
2,2024-08-01,0,2024,8
2,2024-09-01,0,2024,9
2,2024-10-01,0,2024,10
2,2024-11-01,0,2024,11
2,2024-12-01,0,2024,12
2,2025-01-01,0,2025,1
2,2025-02-01,0,2025,2
2,2025-03-01,0,2025,3
2,2025-04-01,0,2025,4
2,2025-05-01,0,2025,5
2,2025-06-01,0,2025,6
2,2025-07-01,0,2025,7
2,2025-08-01,0,2025,8
3,2015-01-01,11,2015,1
3,2015-02-01,5,2015,2
3,2015-03-01,4,2015,3
3,2015-04-01,9,2015,4
3,2015-05-01,12,2015,5
3,2015-06-01,6,2015,6
3,2015-07-01,6,2015,7
3,2015-08-01,10,2015,8
3,2015-09-01,12,2015,9
3,2015-10-01,12,2015,10
3,2015-11-01,2,2015,11
3,2015-12-01,6,2015,12
3,2016-01-01,14,2016,1
3,2016-02-01,5,2016,2
3,2016-03-01,8,2016,3
3,2016-04-01,5,2016,4
3,2016-05-01,6,2016,5
3,2016-06-01,4,2016,6
3,2016-07-01,10,2016,7
3,2016-08-01,5,2016,8
3,2016-09-01,2,2016,9
3,2016-10-01,12,2016,10
3,2016-11-01,1,2016,11
3,2016-12-01,5,2016,12
3,2017-01-01,8,2017,1
3,2017-02-01,14,2017,2
3,2017-03-01,12,2017,3
3,2017-04-01,17,2017,4
3,2017-05-01,8,2017,5
3,2017-06-01,16,2017,6
3,2017-07-01,12,2017,7
3,2017-08-01,10,2017,8
3,2017-09-01,4,2017,9
3,2017-10-01,6,2017,10
3,2017-11-01,1,2017,11
3,2017-12-01,4,2017,12
3,2018-01-01,9,2018,1
3,2018-02-01,4,2018,2
3,2018-03-01,4,2018,3
3,2018-04-01,11,2018,4
3,2018-05-01,5,2018,5
3,2018-06-01,7,2018,6
3,2018-07-01,10,2018,7
3,2018-08-01,13,2018,8
3,2018-09-01,6,2018,9
3,2018-10-01,1,2018,10
3,2018-11-01,4,2018,11
3,2018-12-01,2,2018,12
3,2019-01-01,6,2019,1
3,2019-02-01,9,2019,2
3,2019-03-01,3,2019,3
3,2019-04-01,3,2019,4
3,2019-05-01,5,2019,5
3,2019-06-01,7,2019,6
3,2019-07-01,3,2019,7
3,2019-08-01,9,2019,8
3,2019-09-01,4,2019,9
3,2019-10-01,2,2019,10
3,2019-11-01,5,2019,11
3,2019-12-01,3,2019,12
3,2020-01-01,7,2020,1
3,2020-02-01,2,2020,2
3,2020-03-01,1,2020,3
3,2020-04-01,2,2020,4
3,2020-05-01,3,2020,5
3,2020-06-01,1,2020,6
3,2020-07-01,3,2020,7
3,2020-08-01,2,2020,8
3,2020-09-01,2,2020,9
3,2020-10-01,2,2020,10
3,2020-11-01,1,2020,11
3,2020-12-01,1,2020,12
3,2021-01-01,0,2021,1
3,2021-02-01,3,2021,2
3,2021-03-01,4,2021,3
3,2021-04-01,3,2021,4
3,2021-05-01,1,2021,5
3,2021-06-01,1,2021,6
3,2021-07-01,2,2021,7
3,2021-08-01,1,2021,8
3,2021-09-01,0,2021,9
3,2021-10-01,2,2021,10
3,2021-11-01,4,2021,11
3,2021-12-01,0,2021,12
3,2022-01-01,1,2022,1
3,2022-02-01,3,2022,2
3,2022-03-01,1,2022,3
3,2022-04-01,0,2022,4
3,2022-05-01,3,2022,5
3,2022-06-01,3,2022,6
3,2022-07-01,3,2022,7
3,2022-08-01,1,2022,8
3,2022-09-01,1,2022,9
3,2022-10-01,1,2022,10
3,2022-11-01,0,2022,11
3,2022-12-01,0,2022,12
3,2023-01-01,0,2023,1
3,2023-02-01,1,2023,2
3,2023-03-01,0,2023,3
3,2023-04-01,0,2023,4
3,2023-05-01,1,2023,5
3,2023-06-01,0,2023,6
3,2023-07-01,0,2023,7
3,2023-08-01,0,2023,8
3,2023-09-01,0,2023,9
3,2023-10-01,2,2023,10
3,2023-11-01,0,2023,11
3,2023-12-01,0,2023,12
3,2024-01-01,2,2024,1
3,2024-02-01,0,2024,2
3,2024-03-01,1,2024,3
3,2024-04-01,0,2024,4
3,2024-05-01,0,2024,5
3,2024-06-01,0,2024,6
3,2024-07-01,0,2024,7
3,2024-08-01,1,2024,8
3,2024-09-01,1,2024,9
3,2024-10-01,1,2024,10
3,2024-11-01,0,2024,11
3,2024-12-01,3,2024,12
3,2025-01-01,2,2025,1
3,2025-02-01,0,2025,2
3,2025-03-01,1,2025,3
3,2025-04-01,0,2025,4
3,2025-05-01,1,2025,5
3,2025-06-01,0,2025,6
3,2025-07-01,1,2025,7
3,2025-08-01,0,2025,8
4,2015-01-01,1,2015,1
4,2015-02-01,2,2015,2
4,2015-03-01,3,2015,3
4,2015-04-01,0,2015,4
4,2015-05-01,2,2015,5
4,2015-06-01,1,2015,6
4,2015-07-01,2,2015,7
4,2015-08-01,2,2015,8
4,2015-09-01,2,2015,9
4,2015-10-01,1,2015,10
4,2015-11-01,0,2015,11
4,2015-12-01,2,2015,12
4,2016-01-01,0,2016,1
4,2016-02-01,2,2016,2
4,2016-03-01,0,2016,3
4,2016-04-01,3,2016,4
4,2016-05-01,0,2016,5
4,2016-06-01,0,2016,6
4,2016-07-01,0,2016,7
4,2016-08-01,0,2016,8
4,2016-09-01,0,2016,9
4,2016-10-01,0,2016,10
4,2016-11-01,4,2016,11
4,2016-12-01,4,2016,12
4,2017-01-01,2,2017,1
4,2017-02-01,5,2017,2
4,2017-03-01,5,2017,3
4,2017-04-01,0,2017,4
4,2017-05-01,3,2017,5
4,2017-06-01,2,2017,6
4,2017-07-01,3,2017,7
4,2017-08-01,2,2017,8
4,2017-09-01,4,2017,9
4,2017-10-01,2,2017,10
4,2017-11-01,1,2017,11
4,2017-12-01,3,2017,12
4,2018-01-01,4,2018,1
4,2018-02-01,5,2018,2
4,2018-03-01,3,2018,3
4,2018-04-01,3,2018,4
4,2018-05-01,2,2018,5
4,2018-06-01,1,2018,6
4,2018-07-01,0,2018,7
4,2018-08-01,1,2018,8
4,2018-09-01,2,2018,9
4,2018-10-01,1,2018,10
4,2018-11-01,0,2018,11
4,2018-12-01,2,2018,12
4,2019-01-01,0,2019,1
4,2019-02-01,0,2019,2
4,2019-03-01,4,2019,3
4,2019-04-01,4,2019,4
4,2019-05-01,3,2019,5
4,2019-06-01,0,2019,6
4,2019-07-01,5,2019,7
4,2019-08-01,3,2019,8
4,2019-09-01,2,2019,9
4,2019-10-01,5,2019,10
4,2019-11-01,4,2019,11
4,2019-12-01,0,2019,12
4,2020-01-01,5,2020,1
4,2020-02-01,2,2020,2
4,2020-03-01,4,2020,3
4,2020-04-01,7,2020,4
4,2020-05-01,4,2020,5
4,2020-06-01,4,2020,6
4,2020-07-01,5,2020,7
4,2020-08-01,2,2020,8
4,2020-09-01,3,2020,9
4,2020-10-01,2,2020,10
4,2020-11-01,3,2020,11
4,2020-12-01,3,2020,12
4,2021-01-01,0,2021,1
4,2021-02-01,5,2021,2
4,2021-03-01,3,2021,3
4,2021-04-01,2,2021,4
4,2021-05-01,4,2021,5
4,2021-06-01,3,2021,6
4,2021-07-01,1,2021,7
4,2021-08-01,7,2021,8
4,2021-09-01,2,2021,9
4,2021-10-01,4,2021,10
4,2021-11-01,8,2021,11
4,2021-12-01,2,2021,12
4,2022-01-01,1,2022,1
4,2022-02-01,2,2022,2
4,2022-03-01,2,2022,3
4,2022-04-01,2,2022,4
4,2022-05-01,2,2022,5
4,2022-06-01,2,2022,6
4,2022-07-01,1,2022,7
4,2022-08-01,0,2022,8
4,2022-09-01,1,2022,9
4,2022-10-01,1,2022,10
4,2022-11-01,1,2022,11
4,2022-12-01,0,2022,12
4,2023-01-01,0,2023,1
4,2023-02-01,1,2023,2
4,2023-03-01,3,2023,3
4,2023-04-01,1,2023,4
4,2023-05-01,1,2023,5
4,2023-06-01,1,2023,6
4,2023-07-01,0,2023,7
4,2023-08-01,1,2023,8
4,2023-09-01,2,2023,9
4,2023-10-01,0,2023,10
4,2023-11-01,0,2023,11
4,2023-12-01,2,2023,12
4,2024-01-01,2,2024,1
4,2024-02-01,0,2024,2
4,2024-03-01,0,2024,3
4,2024-04-01,0,2024,4
4,2024-05-01,0,2024,5
4,2024-06-01,0,2024,6
4,2024-07-01,2,2024,7
4,2024-08-01,1,2024,8
4,2024-09-01,5,2024,9
4,2024-10-01,2,2024,10
4,2024-11-01,3,2024,11
4,2024-12-01,1,2024,12
4,2025-01-01,0,2025,1
4,2025-02-01,1,2025,2
4,2025-03-01,2,2025,3
4,2025-04-01,2,2025,4
4,2025-05-01,0,2025,5
4,2025-06-01,0,2025,6
4,2025-07-01,0,2025,7
4,2025-08-01,0,2025,8
5,2015-01-01,0,2015,1
5,2015-02-01,0,2015,2
5,2015-03-01,0,2015,3
5,2015-04-01,0,2015,4
5,2015-05-01,0,2015,5
5,2015-06-01,0,2015,6
5,2015-07-01,0,2015,7
5,2015-08-01,0,2015,8
5,2015-09-01,0,2015,9
5,2015-10-01,0,2015,10
5,2015-11-01,0,2015,11
5,2015-12-01,0,2015,12
5,2016-01-01,1,2016,1
5,2016-02-01,0,2016,2
5,2016-03-01,0,2016,3
5,2016-04-01,0,2016,4
5,2016-05-01,0,2016,5
5,2016-06-01,0,2016,6
5,2016-07-01,0,2016,7
5,2016-08-01,0,2016,8
5,2016-09-01,0,2016,9
5,2016-10-01,1,2016,10
5,2016-11-01,0,2016,11
5,2016-12-01,0,2016,12
5,2017-01-01,0,2017,1
5,2017-02-01,1,2017,2
5,2017-03-01,0,2017,3
5,2017-04-01,0,2017,4
5,2017-05-01,0,2017,5
5,2017-06-01,0,2017,6
5,2017-07-01,0,2017,7
5,2017-08-01,0,2017,8
5,2017-09-01,0,2017,9
5,2017-10-01,0,2017,10
5,2017-11-01,0,2017,11
5,2017-12-01,0,2017,12
5,2018-01-01,1,2018,1
5,2018-02-01,0,2018,2
5,2018-03-01,0,2018,3
5,2018-04-01,0,2018,4
5,2018-05-01,0,2018,5
5,2018-06-01,0,2018,6
5,2018-07-01,0,2018,7
5,2018-08-01,0,2018,8
5,2018-09-01,0,2018,9
5,2018-10-01,0,2018,10
5,2018-11-01,1,2018,11
5,2018-12-01,0,2018,12
5,2019-01-01,0,2019,1
5,2019-02-01,0,2019,2
5,2019-03-01,0,2019,3
5,2019-04-01,0,2019,4
5,2019-05-01,0,2019,5
5,2019-06-01,0,2019,6
5,2019-07-01,0,2019,7
5,2019-08-01,0,2019,8
5,2019-09-01,0,2019,9
5,2019-10-01,1,2019,10
5,2019-11-01,0,2019,11
5,2019-12-01,0,2019,12
5,2020-01-01,0,2020,1
5,2020-02-01,0,2020,2
5,2020-03-01,0,2020,3
5,2020-04-01,0,2020,4
5,2020-05-01,0,2020,5
5,2020-06-01,0,2020,6
5,2020-07-01,0,2020,7
5,2020-08-01,0,2020,8
5,2020-09-01,0,2020,9
5,2020-10-01,0,2020,10
5,2020-11-01,0,2020,11
5,2020-12-01,0,2020,12
5,2021-01-01,0,2021,1
5,2021-02-01,0,2021,2
5,2021-03-01,0,2021,3
5,2021-04-01,0,2021,4
5,2021-05-01,0,2021,5
5,2021-06-01,0,2021,6
5,2021-07-01,0,2021,7
5,2021-08-01,0,2021,8
5,2021-09-01,0,2021,9
5,2021-10-01,0,2021,10
5,2021-11-01,0,2021,11
5,2021-12-01,0,2021,12
5,2022-01-01,0,2022,1
5,2022-02-01,0,2022,2
5,2022-03-01,0,2022,3
5,2022-04-01,0,2022,4
5,2022-05-01,0,2022,5
5,2022-06-01,0,2022,6
5,2022-07-01,0,2022,7
5,2022-08-01,0,2022,8
5,2022-09-01,0,2022,9
5,2022-10-01,0,2022,10
5,2022-11-01,0,2022,11
5,2022-12-01,0,2022,12
5,2023-01-01,0,2023,1
5,2023-02-01,0,2023,2
5,2023-03-01,0,2023,3
5,2023-04-01,0,2023,4
5,2023-05-01,0,2023,5
5,2023-06-01,0,2023,6
5,2023-07-01,0,2023,7
5,2023-08-01,0,2023,8
5,2023-09-01,0,2023,9
5,2023-10-01,0,2023,10
5,2023-11-01,0,2023,11
5,2023-12-01,0,2023,12
5,2024-01-01,0,2024,1
5,2024-02-01,0,2024,2
5,2024-03-01,0,2024,3
5,2024-04-01,0,2024,4
5,2024-05-01,0,2024,5
5,2024-06-01,0,2024,6
5,2024-07-01,0,2024,7
5,2024-08-01,0,2024,8
5,2024-09-01,0,2024,9
5,2024-10-01,0,2024,10
5,2024-11-01,0,2024,11
5,2024-12-01,0,2024,12
5,2025-01-01,0,2025,1
5,2025-02-01,0,2025,2
5,2025-03-01,0,2025,3
5,2025-04-01,0,2025,4
5,2025-05-01,0,2025,5
5,2025-06-01,0,2025,6
5,2025-07-01,0,2025,7
5,2025-08-01,0,2025,8
6,2015-01-01,5,2015,1
6,2015-02-01,4,2015,2
6,2015-03-01,2,2015,3
6,2015-04-01,3,2015,4
6,2015-05-01,1,2015,5
6,2015-06-01,5,2015,6
6,2015-07-01,2,2015,7
6,2015-08-01,3,2015,8
6,2015-09-01,1,2015,9
6,2015-10-01,3,2015,10
6,2015-11-01,0,2015,11
6,2015-12-01,2,2015,12
6,2016-01-01,7,2016,1
6,2016-02-01,3,2016,2
6,2016-03-01,9,2016,3
6,2016-04-01,8,2016,4
6,2016-05-01,8,2016,5
6,2016-06-01,2,2016,6
6,2016-07-01,1,2016,7
6,2016-08-01,1,2016,8
6,2016-09-01,1,2016,9
6,2016-10-01,2,2016,10
6,2016-11-01,7,2016,11
6,2016-12-01,5,2016,12
6,2017-01-01,9,2017,1
6,2017-02-01,8,2017,2
6,2017-03-01,8,2017,3
6,2017-04-01,4,2017,4
6,2017-05-01,5,2017,5
6,2017-06-01,11,2017,6
6,2017-07-01,6,2017,7
6,2017-08-01,4,2017,8
6,2017-09-01,8,2017,9
6,2017-10-01,3,2017,10
6,2017-11-01,5,2017,11
6,2017-12-01,5,2017,12
6,2018-01-01,9,2018,1
6,2018-02-01,3,2018,2
6,2018-03-01,5,2018,3
6,2018-04-01,6,2018,4
6,2018-05-01,2,2018,5
6,2018-06-01,4,2018,6
6,2018-07-01,2,2018,7
6,2018-08-01,5,2018,8
6,2018-09-01,4,2018,9
6,2018-10-01,1,2018,10
6,2018-11-01,0,2018,11
6,2018-12-01,2,2018,12
6,2019-01-01,2,2019,1
6,2019-02-01,1,2019,2
6,2019-03-01,4,2019,3
6,2019-04-01,6,2019,4
6,2019-05-01,7,2019,5
6,2019-06-01,7,2019,6
6,2019-07-01,6,2019,7
6,2019-08-01,7,2019,8
6,2019-09-01,4,2019,9
6,2019-10-01,4,2019,10
6,2019-11-01,2,2019,11
6,2019-12-01,4,2019,12
6,2020-01-01,8,2020,1
6,2020-02-01,5,2020,2
6,2020-03-01,7,2020,3
6,2020-04-01,4,2020,4
6,2020-05-01,1,2020,5
6,2020-06-01,4,2020,6
6,2020-07-01,6,2020,7
6,2020-08-01,5,2020,8
6,2020-09-01,4,2020,9
6,2020-10-01,0,2020,10
6,2020-11-01,2,2020,11
6,2020-12-01,4,2020,12
6,2021-01-01,0,2021,1
6,2021-02-01,2,2021,2
6,2021-03-01,4,2021,3
6,2021-04-01,1,2021,4
6,2021-05-01,0,2021,5
6,2021-06-01,0,2021,6
6,2021-07-01,0,2021,7
6,2021-08-01,1,2021,8
6,2021-09-01,1,2021,9
6,2021-10-01,0,2021,10
6,2021-11-01,0,2021,11
6,2021-12-01,0,2021,12
6,2022-01-01,0,2022,1
6,2022-02-01,0,2022,2
6,2022-03-01,1,2022,3
6,2022-04-01,1,2022,4
6,2022-05-01,0,2022,5
6,2022-06-01,1,2022,6
6,2022-07-01,3,2022,7
6,2022-08-01,2,2022,8
6,2022-09-01,1,2022,9
6,2022-10-01,3,2022,10
6,2022-11-01,0,2022,11
6,2022-12-01,2,2022,12
6,2023-01-01,1,2023,1
6,2023-02-01,1,2023,2
6,2023-03-01,0,2023,3
6,2023-04-01,1,2023,4
6,2023-05-01,1,2023,5
6,2023-06-01,0,2023,6
6,2023-07-01,1,2023,7
6,2023-08-01,1,2023,8
6,2023-09-01,1,2023,9
6,2023-10-01,0,2023,10
6,2023-11-01,3,2023,11
6,2023-12-01,0,2023,12
6,2024-01-01,1,2024,1
6,2024-02-01,2,2024,2
6,2024-03-01,1,2024,3
6,2024-04-01,1,2024,4
6,2024-05-01,1,2024,5
6,2024-06-01,0,2024,6
6,2024-07-01,0,2024,7
6,2024-08-01,0,2024,8
6,2024-09-01,0,2024,9
6,2024-10-01,1,2024,10
6,2024-11-01,1,2024,11
6,2024-12-01,0,2024,12
6,2025-01-01,1,2025,1
6,2025-02-01,1,2025,2
6,2025-03-01,1,2025,3
6,2025-04-01,1,2025,4
6,2025-05-01,0,2025,5
6,2025-06-01,1,2025,6
6,2025-07-01,1,2025,7
6,2025-08-01,2,2025,8
7,2015-01-01,3,2015,1
7,2015-02-01,5,2015,2
7,2015-03-01,8,2015,3
7,2015-04-01,3,2015,4
7,2015-05-01,2,2015,5
7,2015-06-01,3,2015,6
7,2015-07-01,13,2015,7
7,2015-08-01,7,2015,8
7,2015-09-01,6,2015,9
7,2015-10-01,10,2015,10
7,2015-11-01,5,2015,11
7,2015-12-01,6,2015,12
7,2016-01-01,9,2016,1
7,2016-02-01,8,2016,2
7,2016-03-01,7,2016,3
7,2016-04-01,10,2016,4
7,2016-05-01,7,2016,5
7,2016-06-01,5,2016,6
7,2016-07-01,8,2016,7
7,2016-08-01,5,2016,8
7,2016-09-01,8,2016,9
7,2016-10-01,7,2016,10
7,2016-11-01,6,2016,11
7,2016-12-01,4,2016,12
7,2017-01-01,7,2017,1
7,2017-02-01,11,2017,2
7,2017-03-01,10,2017,3
7,2017-04-01,10,2017,4
7,2017-05-01,12,2017,5
7,2017-06-01,6,2017,6
7,2017-07-01,7,2017,7
7,2017-08-01,6,2017,8
7,2017-09-01,7,2017,9
7,2017-10-01,7,2017,10
7,2017-11-01,3,2017,11
7,2017-12-01,3,2017,12
7,2018-01-01,5,2018,1
7,2018-02-01,6,2018,2
7,2018-03-01,5,2018,3
7,2018-04-01,4,2018,4
7,2018-05-01,9,2018,5
7,2018-06-01,3,2018,6
7,2018-07-01,5,2018,7
7,2018-08-01,5,2018,8
7,2018-09-01,2,2018,9
7,2018-10-01,7,2018,10
7,2018-11-01,4,2018,11
7,2018-12-01,1,2018,12
7,2019-01-01,9,2019,1
7,2019-02-01,4,2019,2
7,2019-03-01,5,2019,3
7,2019-04-01,5,2019,4
7,2019-05-01,4,2019,5
7,2019-06-01,8,2019,6
7,2019-07-01,3,2019,7
7,2019-08-01,4,2019,8
7,2019-09-01,5,2019,9
7,2019-10-01,5,2019,10
7,2019-11-01,4,2019,11
7,2019-12-01,3,2019,12
7,2020-01-01,1,2020,1
7,2020-02-01,5,2020,2
7,2020-03-01,8,2020,3
7,2020-04-01,3,2020,4
7,2020-05-01,1,2020,5
7,2020-06-01,3,2020,6
7,2020-07-01,1,2020,7
7,2020-08-01,4,2020,8
7,2020-09-01,2,2020,9
7,2020-10-01,0,2020,10
7,2020-11-01,6,2020,11
7,2020-12-01,4,2020,12
7,2021-01-01,0,2021,1
7,2021-02-01,6,2021,2
7,2021-03-01,1,2021,3
7,2021-04-01,5,2021,4
7,2021-05-01,1,2021,5
7,2021-06-01,6,2021,6
7,2021-07-01,0,2021,7
7,2021-08-01,5,2021,8
7,2021-09-01,1,2021,9
7,2021-10-01,2,2021,10
7,2021-11-01,0,2021,11
7,2021-12-01,0,2021,12
7,2022-01-01,0,2022,1
7,2022-02-01,0,2022,2
7,2022-03-01,1,2022,3
7,2022-04-01,3,2022,4
7,2022-05-01,1,2022,5
7,2022-06-01,2,2022,6
7,2022-07-01,1,2022,7
7,2022-08-01,1,2022,8
7,2022-09-01,0,2022,9
7,2022-10-01,3,2022,10
7,2022-11-01,0,2022,11
7,2022-12-01,3,2022,12
7,2023-01-01,0,2023,1
7,2023-02-01,0,2023,2
7,2023-03-01,0,2023,3
7,2023-04-01,1,2023,4
7,2023-05-01,2,2023,5
7,2023-06-01,2,2023,6
